time,b03e_1,b0ce_1,b0de_1,da3e_1,b00e_1,b0fe_1,da2e_1,da5e_1,da1e_1,b07e_1,da4e_1,dace_1,b03e_2,b0ce_2,b0de_2,da3e_2,b00e_2,b0fe_2,da2e_2,da5e_2,da1e_2,b07e_2,da4e_2,dace_2,b03e_3,b0ce_3,b0de_3,da3e_3,b00e_3,b0fe_3,da2e_3,da5e_3,da1e_3,b07e_3,da4e_3,dace_3
61,-58.4,-80.8,43.2,3.2,0.0,-42.4,-15.2,-20.8,-3.2,0.0,20.8,0.0,-40.0,6.4,4.0,62.4,35.2,24.8,-4.0,42.4,40.0,0.0,24.8,0.0,7.2,-14.4,-4.8,-5.6,28.0,90.4,-15.2,30.4,0.0,-15.2,-9.6,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-12.0,-20.8,-10.4,12.0,6.4,-14.4,16.0,0.0,-10.4,8.0,-40.0
63,-49.33,8.0,-61.33,10.67,38.67,14.67,-8.0,10.67,4.0,-26.67,-36.0,-8.0,-29.33,-22.67,-4.0,-37.33,-28.0,-4.0,-21.33,-14.67,6.67,0.0,-20.0,-10.67,0.0,-5.33,32.0,6.67,-33.33,45.33,1.33,37.33,0.0,-16.0,-40.0,-12.0
64,22.86,0.0,0.0,10.29,6.29,1.71,-4.57,-10.86,-8.0,-6.86,-25.14,-6.86,-21.71,-5.71,-4.0,-15.43,-18.86,-6.86,8.57,-8.0,-10.29,0.0,1.71,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,6.67,-6.67,0.0,0.0,-53.33,-10.67,-12.0,-33.33,-1.33,21.33,-33.33,-34.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.67,-14.67,-49.33,-10.67,-1.33,-4.0,22.67,-14.67,-9.33,-13.33,-40.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.33,0.0,-14.0,7.33,2.67,4.67,2.67,5.33,-2.0,-5.33,2.67,-11.33,0.0,2.67,8.67,-2.0,2.67,5.33,1.33,3.33,4.0,1.33,-6.0,22.67,4.0,4.0,8.0
67,17.33,-0.67,-4.0,10.67,11.33,0.67,1.33,0.0,2.67,7.33,-0.67,-6.0,0.67,8.67,-12.67,8.67,4.0,-8.67,8.67,9.33,6.67,-6.0,-1.33,23.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,52.0,8.0,0.0,-26.67,-33.33,-24.0,9.33,4.0,-8.0,18.67,6.67,34.67,10.67,-8.0,-16.0,1.33,-14.67,-48.0,-4.0,-2.67,0.0,-24.0,-21.33,-14.67,-22.67,-10.67,-5.33,14.67,-13.33,-1.33,-18.67,-22.67,0.0,-1.33,0.0,-10.67
69,63.33,-10.67,-29.33,8.0,18.0,5.33,-4.0,-2.0,-2.0,22.0,1.33,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,-6.67,-32.67,-5.33,-80.0,-13.33,-1.33,0.0,-6.0,42.67,16.0
70,4.0,4.0,5.33,2.67,14.67,4.0,12.0,2.67,1.33,5.33,21.33,2.67,110.67,5.33,8.0,-140.0,13.33,22.67,-8.0,-94.67,93.33,0.0,4.0,-12.0,-10.67,-4.0,64.0,-9.33,0.0,-5.33,2.67,-10.67,-13.33,0.0,-44.0,0.0
71,6.67,37.33,118.67,-12.0,0.0,4.0,-4.67,13.33,11.33,0.0,104.0,0.0,64.0,68.67,45.33,0.0,7.33,-8.67,50.0,10.0,0.0,0.0,-57.33,0.0,-44.67,-27.33,12.67,56.67,16.0,22.67,22.0,32.0,-9.33,-5.33,-33.33,-11.33
72,0.0,-1.0,18.0,7.0,14.0,7.0,-5.0,-11.0,2.0,-3.0,43.0,14.0,9.0,5.0,19.0,63.0,30.0,-1.0,17.0,15.0,0.0,0.0,2.0,3.0,-47.0,-49.0,-72.0,24.0,44.0,46.0,0.0,-26.0,35.0,0.0,-28.0,-18.0
73,-27.33,-29.33,24.0,47.33,-2.67,13.33,-7.33,-19.33,8.0,21.33,98.0,50.0,19.33,76.0,54.67,66.67,22.67,-75.33,67.33,45.33,0.0,0.0,-1.33,-14.67,-53.33,-48.67,-76.0,-20.67,4.0,42.67,-54.0,-60.67,24.67,9.33,-8.67,13.33
74,14.86,-11.43,-28.0,-9.14,-8.57,30.86,-15.43,-29.14,-18.29,-26.86,-21.14,17.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,-7.43,0.0,0.0,-13.14,0.0,0.0,-33.14,0.0,0.0,14.86
75,-5.33,-2.67,1.33,-5.33,5.33,-1.33,5.33,-8.0,-1.33,-12.0,-6.67,1.33,-4.0,18.67,38.67,0.0,166.67,0.0,56.0,69.33,76.0,0.0,54.67,-61.33,84.0,26.67,-85.33,-54.67,-80.0,-32.0,-41.33,-116.0,-76.0,0.0,20.0,70.67
76,-14.4,-6.4,12.8,15.2,5.6,-52.0,-12.8,13.6,23.2,-1.6,14.4,0.8,-5.6,-3.2,0.0,-14.4,-35.2,-74.4,-9.6,-12.8,-13.6,0.0,-5.6,8.0,-27.2,-36.8,3.2,6.4,24.0,9.6,4.8,44.8,20.8,0.0,-26.4,-36.0
77,-9.71,20.57,17.71,9.71,1.71,-27.43,21.71,22.29,19.43,17.14,5.71,-11.43,-6.86,-1.14,-2.86,-10.86,-18.86,1.71,4.0,0.57,-4.0,0.0,-1.71,12.0,-4.57,-1.71,1.14,-0.57,-4.0,6.29,1.14,8.0,0.0,0.0,-10.29,-2.86
